矫痢,楷飞喊,辆肺备,吝备,侩魂备,己悼备,堡柳备,悼措巩备,吝尔备,己合备,碍合备,档豪备,畴盔备,篮乞备,辑措巩备,付器备,剧玫备,碍辑备,备肺备,陛玫备,康殿器备,悼累备,包厩备,辑檬备,碍巢备,价颇备,碍悼备
2014,0 - 4技,2175.5,2276.5,4521.5,6052,6633,6691,7751,9382,6022,6299.5,11202,10047.5,5488,7803,8686,12832.5,10309.5,4266.5,7975.5,8231,9036,9991.5,10310,14120,9755.5
2014,5 - 9技,2402.5,2004.5,4273,5532,6445,6391,7108,9703.5,5707,6528.5,12041,9828.5,5431.5,7638,10320.5,11411,8608.5,3998.5,6916.5,7410,8042.5,10256.5,10426,13882.5,9227.5
2014,10 - 14技,3296.5,2079,4629.5,6107,7736,7208.5,8367.5,10618,6815.5,8243,16538.5,11523.5,6617,8249.5,14317.5,12874,8630.5,4691,7118.5,7961.5,8665.5,11927,13909,16690,10747.5
2014,15 - 19技,4362.5,2872,5579,7693.5,10620,9264,11467,12618,9042,10708,20480.5,14240,8635.5,9658.5,17778.5,15917,10565,6420,9227.5,10192.5,11576.5,13480.5,19238,20477,13908.5
2014,20 - 24技,5593.5,4138.5,7295.5,9937,13674,12571,14325,16503.5,10742,12068.5,20091,15829,11319.5,13139.5,16643.5,19174.5,12928.5,7939.5,12128,14280.5,19390.5,14052,19917,22116.5,15696
2014,25 - 29技,5811.5,4709.5,8635.5,11373,16778.5,13202.5,15333,17033,10700,11526,17849,16686.5,11761,16678.5,15321,22204.5,15606,8378,15562.5,17869.5,26864.5,17091.5,23931.5,26092,17071
2014,30 - 34技,5875.5,5604,10992.5,13818.5,18072.5,15390.5,17630.5,19426,13165,13456,22296.5,21506.5,12896.5,19903.5,18191.5,27908.5,20565.5,9538.5,18189.5,19993,26656.5,21633,29711.5,32500.5,21343
2014,35 - 39技,5315.5,4773,9618,12101.5,14215,13502.5,14679,18565,12299.5,12370,21945,19827,11306,17272.5,17836,23911,18022.5,8386,15637.5,16835.5,19910,19987.5,23940.5,27819.5,18303
2014,40 - 44技,6966.5,5078,10592,12941,15944.5,14558.5,16825,21246,14212.5,15482.5,28815,22440,13536,17904.5,24381,24275.5,17275,9596,15636,16569,19263,22485,27587.5,30719,20062
2014,45 - 49技,6567.5,4714,9155.5,11498.5,15180.5,13440.5,17499,18327.5,13461,15426,26749.5,20053,12477.5,14380,23602.5,22503.5,15592.5,10003.5,14164.5,14817,17335.5,18232.5,26122.5,27700,19795
2014,50 - 54技,6546,5248,9385.5,12037,15378.5,14724.5,18954.5,18916.5,14374,16525,25358.5,20836,12796.5,14415.5,21498,24749,17202.5,10644,15416.5,16513,19142.5,16814.5,22634,28159.5,21990
2014,55 - 59技,5717.5,5098.5,8514,10936,13467,14134.5,17083,17649,13650.5,15083.5,21863,19426.5,11654.5,12967,18009,23376.5,16774,9485,14604.5,15592,18746.5,15919,20387.5,25793.5,20189.5
2014,60 - 64技,4180,3654,6147,7434,8911.5,10289.5,11672.5,12570.5,10511,9691.5,14374.5,13990.5,8383,9330.5,11620,15806,12239.5,6769,10576.5,11297.5,14384.5,11415.5,14442.5,17045.5,13067.5
2014,65 - 69技,3822.5,3184,5490,6424.5,7126.5,9033.5,9599,11165.5,9565.5,7953.5,11507,12132.5,7768.5,8481,8518,11451,9288,5347,8483.5,9748.5,12098.5,9094.5,10989,11987.5,9225
2014,70 - 74技,3565,2922,5029,5623.5,5547.5,7789.5,7760,9663.5,8070,6965,10252.5,10197.5,7064.5,7261,6682.5,8774.5,7243.5,4319.5,7178,7459,9252,5999,7186,8546,6558.5
2014,75 - 79技,2500.5,2093.5,3901.5,3865,3873,5198,5033.5,6449,4986.5,4913,7712,6868.5,5046,5098.5,5055.5,6375,4737,2781.5,4915,5174,5581.5,3919,4782.5,5933.5,4687
2014,80 - 84技,1516,1298,2136.5,2170,2203,2902,2962,3599,2637,2946.5,4829,3791.5,2726.5,2929.5,3290,4266.5,2739.5,1605,2831.5,3017,3077,2642.5,3369,4001,3213.5
2014,85 - 89技,810,683.5,1157,1083.5,1178,1429,1575.5,1892.5,1294.5,1508.5,2496.5,1938.5,1356,1428,1772,2333,1420,847,1428,1568,1573.5,1688,2165,2333.5,1939.5
2014,90 - 94技,332.5,237.5,413,403,463,544,579,681.5,487,546,929,739,536,541,644.5,843.5,504.5,281.5,536.5,643.5,627.5,695,870,884.5,715
2014,95 - 99技,74,52,80,92.5,114,104.5,122,146,117,115.5,167,141,107.5,116.5,130.5,164,103.5,69,124,126,136,164,203.5,196,157.5
2014,100技 捞惑,11.5,6,16,14.5,15.5,19,31,21,13,25.5,31,25.5,15.5,18,26,32.5,15.5,9,18.5,17.5,20,30.5,32.5,27.5,18.5
2015,0 - 4技,2143.5,2159.5,4349,6095.5,6465,6528,7790,8948.5,5694.5,6133.5,10838,9639.5,5457,7843.5,8597.5,13238.5,10069,4204.5,7753.5,7985,8737.5,9969.5,10521,13899.5,9236
2015,5 - 9技,2328,1938,4149.5,5417.5,6282.5,6303.5,7014,9449,5548.5,6370,11601.5,9666.5,5330,7567.5,10274.5,11444,8685,3857,6716.5,7300.5,7684,10589,10902,13876,8968.5
2015,10 - 14技,2968,1890.5,4292.5,5605.5,7108,6665,7661.5,9967,6303.5,7561.5,15300,10644.5,6226.5,7827.5,13345.5,12294,8064,4317.5,6526,7436,8043.5,11524,13503,15536,9794
2015,15 - 19技,4225.5,2704.5,5358,7469,10154.5,8996.5,10881,12305,8670,10254.5,19833.5,13919.5,8338.5,9530,17142,15560,10241,6053,8770,9713.5,11167,13396,18992,19827,13157
2015,20 - 24技,5648.5,4129.5,7411.5,10061,13796.5,12978.5,14463.5,16577,10974.5,11975.5,20260,16031,11587.5,13572.5,16722.5,19698.5,13273.5,7995.5,12242.5,14346,19777,14210,19978,22007,15276.5
2015,25 - 29技,5715.5,4567,8425,11246.5,16331.5,12940.5,14979.5,16341.5,10348.5,11223,17385,16441.5,11623.5,16807.5,15077,22559.5,15266.5,8314,15574.5,17290,26675.5,16681,23485,25300,16313
2015,30 - 34技,5641.5,5333.5,10301,13234.5,17370,14580.5,16927.5,17991.5,12145.5,12668,20833.5,20269,12304,19621,17383,27547.5,19414,9058,17559.5,18832.5,25368,20834,28663,30910.5,19653
2015,35 - 39技,5207.5,4713.5,9437.5,12040,14183.5,13459,14853.5,17968,11930,12256,21354,19711,11241.5,17435.5,17671.5,24784.5,18090.5,8231.5,15508,16762.5,19716.5,20466,25189,28313,18178
2015,40 - 44技,6559,4832,10058.5,12540,15282,14055.5,16120,20588.5,13598.5,14718,27465,21848.5,13066.5,17737,23309,24384,17055.5,9161,15051,16148,18756,22224,27402,29892,19074
2015,45 - 49技,6579,4699.5,9310,11666.5,15309,13626,17461.5,18595.5,13648,15444.5,27119.5,20469,12681.5,14943,23706.5,22837.5,15854.5,9882.5,14191.5,14997,17453,19093,26828,27912.5,19342.5
2015,50 - 54技,6337,5071.5,9076,11854,14771.5,14151,18496,18156.5,13899.5,15882.5,24472,20261,12533,14260,21025.5,24259.5,16547.5,10362.5,14718,15853,18323.5,16545.5,22504.5,27216,20686
2015,55 - 59技,5802.5,5180,8665,11271.5,13872,14438,17797,17918.5,14000,15682,22690.5,20074,11945.5,13451,18643.5,24422.5,17221.5,9832.5,14824,15883,18962,16129.5,20596,26478,20487.5
2015,60 - 64技,4339,3779.5,6412,7904,9567.5,10901,12576.5,13083.5,10966.5,10553,15430,14805,8750,9754,12641,17346.5,12976,7239,10990.5,11756,15012.5,12021,15444.5,18515.5,14086.5
2015,65 - 69技,3809.5,3205.5,5501.5,6579,7321,9105.5,10006,11239,9836,8277.5,12054,12574,7919,8517,9019.5,12551,9857,5586,8876.5,10074.5,12542.5,9528.5,11783.5,12725.5,9766.5
2015,70 - 74技,3540,2890.5,4936.5,5635.5,5613,7843,7931.5,9568,8248,6990.5,10208.5,10335.5,7021,7307,6741,8932.5,7420.5,4426,7153,7530.5,9506.5,6297.5,7595.5,8772,6672
2015,75 - 79技,2599,2130.5,3982,4093,4019,5476.5,5321.5,6776,5402,5184.5,7916.5,7302.5,5350.5,5322,5196.5,6712.5,5056,2925.5,5133,5413.5,5984.5,4101,5027,6101,4700.5
2015,80 - 84技,1599.5,1371.5,2275.5,2340,2387,3137,3202.5,3866.5,2831,3184,5142.5,4059,2962,3208,3405.5,4519.5,2969.5,1718.5,3029,3202,3270,2781,3492,4193.5,3339
2015,85 - 89技,845,725,1253,1175,1240,1543.5,1722,2027,1432.5,1631.5,2662.5,2075.5,1473.5,1560,1892,2550.5,1560.5,894.5,1526.5,1673,1707,1770.5,2264.5,2406,2017.5
2015,90 - 94技,339,256,442,434,463,567,605.5,694.5,515.5,600.5,986,771,568,582,686.5,899.5,527,299,568,652,623,745.5,926,929.5,729.5
2015,95 - 99技,85,52,89.5,97,122,117,135,163,122.5,114.5,186,144.5,113.5,122,131,186,113,75.5,129,144.5,140,167,220,201.5,175.5
2015,100技 捞惑,14.5,6.5,18,17,17,21,34.5,21,14.5,29.5,33,23.5,17,23.5,30,34,19.5,7.5,15.5,20.5,22.5,37.5,37,33,18
2016,0 - 4技,2093,2089,4129.5,6160.5,6260,6228,7531.5,8474,5295,5952.5,10422,9169,5515,7740,8484.5,13159.5,9616,4130,7508,7718,8289.5,9561.5,10158.5,13434.5,8518
2016,5 - 9技,2342.5,1938,4034,5437.5,6197.5,6205.5,6941,9235.5,5490.5,6323,11365,9565.5,5391,7485,10300.5,11572.5,8749.5,3758.5,6615,7254,7471.5,10798,11188,13877,8697.5
2016,10 - 14技,2710,1740,3998.5,5242,6603,6146,7026.5,9378,5791,6914.5,14055.5,9880,5932,7348,12538.5,11518,7510.5,4017,5975.5,6948,7506,11067,12895.5,14415.5,8864.5
2016,15 - 19技,4023.5,2580.5,5141.5,7180,9568,8649.5,10245,12032.5,8274.5,9834.5,19200.5,13479,8101.5,9190,16469.5,15112.5,9848,5726,8250,9326,10610.5,13068.5,18350,19018,12297.5
2016,20 - 24技,5668,4064,7368.5,10116.5,13964,13087.5,14209,16561,10933.5,11757,20241.5,15996,11752.5,13663,16456,19816,13264.5,7877,12012.5,14402.5,20211.5,14148,19391.5,21777,14612.5
2016,25 - 29技,5664,4588,8398.5,11338.5,16276,12842.5,14814.5,15834.5,10378,11109.5,17096,16489,11800.5,16798.5,14939.5,23319,15160,8425,15649,17087.5,26943.5,16400,22888.5,24999,15629.5
2016,30 - 34技,5376.5,5147,9657,12875.5,16619,13552,15975,16598,11183,11803,19505,18811,11864.5,18965.5,16439.5,26814.5,18023,8608.5,16926.5,17894.5,23981,19636.5,26567,29556.5,17841
2016,35 - 39技,5200.5,4754,9410.5,12382,14329.5,13401,15072.5,17597,11685,12355.5,20993.5,19824.5,11567.5,17408.5,17795,25542.5,18018.5,8138.5,15380.5,16775,19727.5,20751.5,25719,28970,17923.5
2016,40 - 44技,6016,4587.5,9504.5,12004,14523.5,13357,15184.5,19547,12718.5,13830,25636,20885.5,12500.5,17113.5,22027.5,23972,16529,8650.5,14309,15656,17907.5,21589.5,26385.5,28660,17779.5
2016,45 - 49技,6681.5,4772,9576,12103.5,15477.5,13901,17446.5,19154.5,13895.5,15649,27773.5,21092.5,13246.5,15580,24028.5,23334,16197,9843,14277.5,15467,17798,20177,27658,28498.5,19016
2016,50 - 54技,6026,4814,8646,11613,14157.5,13386.5,17719,17288.5,13335,15088.5,23466,19511,12167.5,13709,20256,23265.5,15798.5,10102,13735.5,15006.5,17430.5,15945,21542,26067,18928
2016,55 - 59技,5905,5185.5,8677,11573.5,14217,14606,18358.5,17963.5,14353,16155.5,23113,20545.5,12262.5,13607.5,19017,25138.5,17424.5,10165,14868.5,16120,19127,16088.5,20247,27017,20321.5
2016,60 - 64技,4611,4022.5,6808.5,8636,10362.5,11598.5,13729.5,13940,11635.5,11726,16937.5,15894.5,9441,10279,13839,19136.5,13943,7815,11483,12477.5,15849,12863.5,16585.5,20297,15186
2016,65 - 69技,3738.5,3158,5407.5,6648.5,7416,9058,10230.5,11052,9881.5,8508.5,12350.5,12712.5,7878.5,8317,9349,13205.5,10219.5,5770,8974,10097,12693,9637,11899,13157,9997.5
2016,70 - 74技,3460,2817.5,4769.5,5678.5,5699,7840,8038.5,9443.5,8313.5,7082.5,10167.5,10490.5,6989,7221,6843,9137,7562.5,4517,7065,7691.5,9683.5,6626.5,7967.5,9049,6807.5
2016,75 - 79技,2716,2204.5,4054.5,4310,4188,5759.5,5605,7114,5792.5,5469.5,8226.5,7706,5567,5461.5,5327,7037.5,5359,3113,5259,5638,6445.5,4321.5,5294,6319,4767
2016,80 - 84技,1681,1450,2474,2561.5,2597.5,3362.5,3421,4185.5,3108.5,3466.5,5466.5,4414.5,3295.5,3430.5,3564,4780,3209,1863.5,3264.5,3464,3511.5,2879,3597,4432.5,3430.5
2016,85 - 89技,879.5,757.5,1310,1270.5,1310,1643.5,1827,2146.5,1540,1736,2791.5,2211.5,1571.5,1643,1989,2711,1638.5,937.5,1572.5,1761.5,1826,1826,2310,2510,2078
2016,90 - 94技,340.5,273.5,487,451,469,568,630,727,548.5,645,1035,796.5,584,600,712,966.5,559,314.5,590,666,663,762.5,975.5,1002,772.5
2016,95 - 99技,93.5,53,94.5,106.5,129,140,147.5,174.5,131.5,127.5,222.5,160,125,134.5,147,209.5,126.5,78.5,140.5,158.5,143.5,183,244,220.5,185
2016,100技 捞惑,16,9,18.5,18.5,24.5,22,33,23.5,19.5,29,31.5,23.5,15,27,31,36,21,8.5,12,22,27.5,41,41.5,39,23.5
2017,0 - 4技,2043.5,2061,3805,6151,5951.5,5795.5,7105.5,7862,4907.5,5613,9723,8463.5,5366.5,7356.5,8125,12710,8803,3920,7116,7340,7660,8872.5,9360.5,12985,8024.5
2017,5 - 9技,2367,1909.5,3879.5,5396.5,6058,6052.5,6888,8955.5,5362.5,6137,11037.5,9278.5,5437,7246.5,10130.5,11752.5,8605,3719.5,6493,7168,7250,10820,11172,13897.5,8502.5
2017,10 - 14技,2617.5,1703.5,3842.5,5138,6462,5868.5,6720,9093.5,5521.5,6574,13257.5,9512.5,5764,7127.5,12129,11202,7338,3838,5684,6746,7172.5,10990,12789.5,14122.5,8534.5
2017,15 - 19技,3821,2379.5,4917.5,6842.5,8880.5,8111,9442.5,11585.5,7757,9221,18232,12730.5,7692,8661,15563.5,14387.5,9257.5,5337.5,7668,8894,9899.5,12590.5,17318,17951,11378.5
2017,20 - 24技,5737,4034.5,7176.5,10276,14048,12917,13666,16335,10786.5,11426,19934.5,15758,11856.5,13493.5,15840.5,19731,12905.5,7723.5,11670.5,14408.5,20612,13755.5,18732,21529,13832.5
2017,25 - 29技,5747.5,4817.5,8710,11827.5,16769.5,12991.5,15162,15651.5,10803.5,11294,17006.5,16754.5,12094.5,16954,14915.5,24783.5,15182.5,8771.5,15924,17325,27921.5,16386,22399,25577,15453
2017,30 - 34技,5197,4993,9238.5,12685,15876.5,12509,15146,15340.5,10269,10860,17926,17375,11332.5,18043.5,15361.5,26172,16519,8302.5,16307,17026.5,22633,18400,24229.5,28714,16505.5
2017,35 - 39技,5285.5,4884.5,9495,13003,14618.5,13331.5,15280.5,17314,11500.5,12344,20563,19646.5,11803,17187,17845.5,26454,17789,8224.5,15348.5,16727,19750,20697,25668,29889,18016
2017,40 - 44技,5671.5,4406,8962.5,11631.5,13871.5,12756,14357.5,18436.5,12005.5,12980.5,23807.5,19882.5,11969.5,16407.5,20747,23608.5,16054.5,8177.5,13698.5,15238,17076.5,21075,25389.5,27637,16913
2017,45 - 49技,6755,4897,9794,12581,15587,14019,17312.5,19648,14050.5,15685.5,28037,21597,13624.5,16069,24159,23877.5,16437.5,9716.5,14348,15783,17974,21002.5,28080.5,29360,18743.5
2017,50 - 54技,5984.5,4690,8357,11480.5,13828.5,12889.5,17190,16782.5,12973.5,14557.5,22771,19023,12058.5,13252,19677.5,22451.5,15230.5,9885,13195.5,14498,16764,15725.5,20928.5,25362,17591.5
2017,55 - 59技,6012,5184.5,8689.5,11894.5,14498,14568.5,18743,17735,14582.5,16405.5,23157.5,20660.5,12492,13406.5,19162.5,25537,17408,10532.5,14713.5,16189,19062,15863,19676.5,27221,19954
2017,60 - 64技,4826,4224.5,7106,9302.5,10938,12048,14590,14533.5,12084.5,12614.5,18006.5,16735.5,9979.5,10619,14667.5,20552,14667,8263.5,11833,13017,16336,13474.5,17106.5,21738.5,15811
2017,65 - 69技,3696,3137.5,5279,6705.5,7563,9083.5,10421.5,10896.5,9878.5,8772.5,12575.5,12706.5,7758,8103,9713.5,13810.5,10448.5,5920.5,8933,10092.5,12708,9683,11952.5,13773,10278
2017,70 - 74技,3400,2749.5,4655,5743.5,5887,7833,8214,9415.5,8351.5,7200.5,10198.5,10625.5,6948.5,7087,7014.5,9567,7785,4599.5,6998.5,7925,9895.5,7090.5,8493,9509.5,7073.5
2017,75 - 79技,2938.5,2379.5,4186.5,4621.5,4541.5,6225.5,6210.5,7644.5,6427.5,5960.5,8833.5,8325.5,5927,5749.5,5577,7601.5,5867,3476.5,5577.5,6025.5,7150,4647.5,5637,6780.5,5087.5
2017,80 - 84技,1797,1515.5,2710.5,2824.5,2770.5,3596.5,3633.5,4464,3431.5,3684,5786,4813,3600,3605.5,3789,5017,3456,1986.5,3500,3734,3796,2996,3658,4619,3493.5
2017,85 - 89技,927,791.5,1360,1366.5,1392.5,1709,1923,2247.5,1643.5,1901,2928.5,2325,1672,1740.5,2091,2871.5,1675,986.5,1658,1875,1897.5,1830.5,2339.5,2664.5,2113.5
2017,90 - 94技,351,298,524,459,501.5,617.5,669.5,784,592,687,1082.5,865.5,626.5,597.5,744,1058.5,622.5,332.5,619,701.5,718,802,1028.5,1109.5,823
2017,95 - 99技,98,56,116.5,122,142.5,158.5,165.5,181.5,146.5,148.5,260,187.5,143,157.5,174,234.5,141,87,155.5,172,158,188.5,263.5,248,186.5
2017,100技 捞惑,20.5,12.5,18,21,26.5,22.5,30,25,22.5,30.5,34.5,24,17,28.5,29,39,19,11.5,14,23.5,33,33,43,43,31
2018,0 - 4技,1966,2004,3526.5,6044,5596.5,5443,6542,7183.5,4463,5173.5,8760,7848.5,5083,6914,7532,11823,7821,3675,6749,6865.5,6880.5,8065,8433.5,12462.5,7515.5
2018,5 - 9技,2347,1849.5,3727,5354,5904,5856.5,6723.5,8627.5,5124,5882.5,10524,8889.5,5437,6992,9885.5,11635,8305,3655,6351.5,7078,6895,10619.5,11055.5,13918,8293.5
2018,10 - 14技,2608,1674.5,3739,5038,6373,5675.5,6502.5,8859,5350,6296,12716.5,9223,5575,7090.5,11966.5,11039,7272,3654.5,5520.5,6588,6894,11071.5,12948,14086,8369.5
2018,15 - 19技,3607.5,2185,4720,6586.5,8264,7612,8746,11091,7211,8530,17027.5,12056,7255.5,8263.5,14683.5,13600.5,8730,4918,7092,8427,9262.5,12048,16217,17079,10569.5
2018,20 - 24技,5735.5,4045,7121.5,10571.5,14116,12976,13043,16196,10768.5,11120,19655.5,15514,11929.5,13510,15261.5,19374.5,12491.5,7562,11573,14572.5,21270.5,13270.5,18023.5,21344,13202.5
2018,25 - 29技,5929.5,5058.5,9155,12470.5,17377.5,13179,15478.5,15696.5,11114,11385.5,16998.5,17255.5,12322,17573.5,14917,25990.5,15218,9251,16553,17792,29684,16252,21824.5,26605.5,15448.5
2018,30 - 34技,5137.5,4954,9072,12757,15372.5,11864,14515,14362,9542.5,10196,16410,16543.5,10852,17383.5,14348.5,25500,15329.5,8073,16107,16158.5,21810,17201.5,22393.5,28134,15556.5
2018,35 - 39技,5378.5,5085,9630,13539.5,14930.5,13366,15364,17031,11262,12180,20042.5,19410,11921,17263,17787.5,26961.5,17407.5,8261.5,15507,16641.5,19606,20376,25373,30725.5,18064.5
2018,40 - 44技,5399,4202.5,8481.5,11319.5,13216,12143,13505,17192,11298,12081,22062,18824.5,11363.5,15687,19643.5,23012.5,15357,7664.5,13111,14724.5,16215,20320.5,24499.5,26825,16251
2018,45 - 49技,6704.5,4870.5,9815.5,12751.5,15423.5,13816.5,16765,19720,13798,15312,27532,21650,13477.5,16360,23776,23914.5,16328,9439,14244.5,15734,17711.5,21188.5,27755,29565.5,18295
2018,50 - 54技,6136.5,4731,8395,11769,13986,12868.5,17213.5,16812,13024.5,14663.5,22742.5,19212,12230.5,13414.5,19731.5,22202.5,15180,9863,13219.5,14566.5,16617.5,15964,20825.5,25616,17111
2018,55 - 59技,6071,5139,8746,12065,14395,14224,18685.5,17314,14426.5,16152,22850.5,20450,12418.5,13213,18925,25208,17068.5,10614.5,14336.5,15872,18705.5,15299,18720.5,26997,19201.5
2018,60 - 64技,4994.5,4419.5,7340,9887,11496.5,12403.5,15309,14929.5,12449,13395.5,18852.5,17469.5,10355,10980,15362,21607.5,15115,8607.5,12223,13578,16555,13649,17027,22891,16297.5
2018,65 - 69技,3703,3185,5269,6873,7764.5,9106,10658,10935,9834,9032.5,12948.5,12846.5,7735.5,8089,10229,14471,10850,6098.5,9013.5,10157.5,12782.5,9844.5,12250,14773,10724
2018,70 - 74技,3401.5,2762,4626,5835.5,6141.5,7921,8537.5,9486,8524,7443,10405,10900.5,6978.5,7149,7384.5,10211,8137.5,4765.5,7102,8305.5,10257.5,7518,9082.5,10224,7528.5
2018,75 - 79技,3088.5,2486.5,4256.5,4894.5,4840,6611,6775,8071,6995.5,6400,9242.5,8913.5,6228.5,6026,5825,8063,6326.5,3783.5,5950.5,6365.5,7747,4904.5,5926,7218.5,5408
2018,80 - 84技,1924,1587,2911,3069.5,2971,3867,3888,4789.5,3769.5,3903.5,6119,5243.5,3833,3818,4004,5259,3729,2113.5,3713.5,3965,4142.5,3136,3755,4755,3589
2018,85 - 89技,972.5,838.5,1422.5,1456.5,1480.5,1802,1978.5,2303.5,1741,2080.5,3083.5,2431.5,1774,1847.5,2186,2971,1755.5,1033,1783,1973.5,1962.5,1786,2357.5,2820.5,2096
2018,90 - 94技,383.5,319.5,558.5,504.5,540.5,683.5,732,869.5,624.5,754.5,1151.5,952,681.5,624.5,797.5,1167.5,671.5,385,667,762,761,859.5,1075.5,1205,891.5
2018,95 - 99技,104,63.5,144,132.5,151,171.5,189,200.5,164,176.5,290,213.5,161.5,172,206.5,256.5,165.5,95,164,189,177,208.5,285,288.5,201
